Designator,Footprint,Quantity,Value,LCSC Part #
C1,0402,1,100n,C1525
"J1, J2",JST_PH_S3B-PH-K_1x03_P2.00mm_Horizontal,2,Conn_01x03_Pin,C157929
LED1,XL-5050RGBW,1,XL-5050RGBW,C7371891
R1,0603,1,180,C22828
"R2, R3, R4",0603,3,120,C22787
R5,0402,1,100,C25076
U1,SOP-8_3.9x4.9mm_P1.27mm,1,TM1814,C20622183
